,Supplier_ID,sum,count,num_manual_edit,cause,clusters,label
34,12388,7.930803151,4.615120517,0,No issue with the invoice,2,Cluster 3
35,12390,6.311444386,3.496507561,0,No issue with the invoice,1,Cluster 2
36,12391,6.135326767,4.615120517,0,No issue with the invoice,1,Cluster 2
37,12393,7.367456015,4.17438727,0,No issue with the invoice,1,Cluster 2
38,12394,7.14950859,3.33220451,0,No issue with the invoice,1,Cluster 2
39,12395,8.012889586,5.056245805,0,No issue with the invoice,2,Cluster 3
40,12397,7.787755401,4.844187086,0,No issue with the invoice,2,Cluster 3
41,12398,7.400412859,4.454347296,0,No issue with the invoice,1,Cluster 2
42,12399,7.011799929,4.094344562,0,No issue with the invoice,1,Cluster 2
43,12401,4.446174454,1.791759469,0,No issue with the invoice,0,Cluster 1
44,12402,5.423186349,2.48490665,0,No issue with the invoice,0,Cluster 1
45,12403,6.060757374,1.791759469,0,No issue with the invoice,0,Cluster 1
46,12405,7.445061185,4.007333185,0,No issue with the invoice,1,Cluster 2
47,12406,8.136313373,4.663439094,0,No issue with the invoice,2,Cluster 3
48,12407,7.443733897,4.356708827,0,No issue with the invoice,1,Cluster 2
49,12408,7.96885606,4.663439094,0,No issue with the invoice,2,Cluster 3
50,12409,9.312325497,4.700480366,0,No issue with the invoice,2,Cluster 3
51,12410,6.542947352,3.295836866,0,No issue with the invoice,1,Cluster 2
52,12412,7.113044384,4.127134385,0,No issue with the invoice,1,Cluster 2
53,12413,6.632133521,3.663561646,0,No issue with the invoice,1,Cluster 2
54,12414,6.334007605,2.944438979,0,No issue with the invoice,1,Cluster 2
55,12415,11.73539303,6.575075841,0,No issue with the invoice,2,Cluster 3
56,12417,8.202509843,5.262690189,0,No issue with the invoice,2,Cluster 3
57,12418,6.50665065,3.555348061,0,No issue with the invoice,1,Cluster 2
58,12420,6.399243643,3.401197382,0,No issue with the invoice,1,Cluster 2
59,12421,6.694611562,3.828641396,0,No issue with the invoice,1,Cluster 2
60,12422,6.690295544,3.688879454,0,No issue with the invoice,1,Cluster 2
61,12423,7.528498419,4.836281907,0,No issue with the invoice,2,Cluster 3
62,12424,7.474182105,3.433987204,0,No issue with the invoice,1,Cluster 2
63,12425,6.656983561,3.610917913,0,No issue with the invoice,1,Cluster 2
64,12426,6.369438547,3.433987204,0,No issue with the invoice,1,Cluster 2
65,12427,6.717562828,3.465735903,0,No issue with the invoice,1,Cluster 2
66,12428,8.981865132,5.686975356,0,No issue with the invoice,2,Cluster 3
67,12429,8.229884383,4.584967479,0,No issue with the invoice,2,Cluster 3
68,12430,5.550631295,2.48490665,0,No issue with the invoice,0,Cluster 1
69,12431,8.777778952,5.468060141,0,No issue with the invoice,2,Cluster 3
70,12432,8.529185001,4.691347882,0,No issue with the invoice,2,Cluster 3
71,12433,9.501282375,6.042632834,0,No issue with the invoice,2,Cluster 3
72,12434,6.693497135,3.931825633,0,No issue with the invoice,1,Cluster 2
73,12435,8.965831448,3.610917913,0,No issue with the invoice,2,Cluster 3
74,12436,6.234430333,2.833213344,0,No issue with the invoice,0,Cluster 1
75,12437,8.507629606,5.303304908,0,No issue with the invoice,2,Cluster 3
76,12438,7.975169255,4.59511985,0,No issue with the invoice,2,Cluster 3
77,12441,5.162211234,2.48490665,0,No issue with the invoice,0,Cluster 1
78,12442,5.153638355,2.564949357,0,No issue with the invoice,0,Cluster 1
79,12444,8.518484358,5.18178355,0,No issue with the invoice,2,Cluster 3
80,12445,4.900820428,1.609437912,0,No issue with the invoice,0,Cluster 1
81,12446,6.911059813,4.077537444,0,No issue with the invoice,1,Cluster 2
82,12447,6.168543217,3.295836866,0,No issue with the invoice,1,Cluster 2
83,12448,6.110247083,3.135494216,0,No issue with the invoice,1,Cluster 2
84,12449,8.310978043,5.257495372,0,No issue with the invoice,2,Cluster 3
85,12450,5.292701628,2.197224577,0,No issue with the invoice,0,Cluster 1
86,12451,9.109029424,5.872117789,0,No issue with the invoice,2,Cluster 3
87,12452,6.067429722,3.135494216,0,No issue with the invoice,1,Cluster 2
88,12453,6.562571204,3.784189634,0,No issue with the invoice,1,Cluster 2
89,12454,8.168866164,2.772588722,0,No issue with the invoice,1,Cluster 2
90,12455,7.811106657,4.510859507,0,No issue with the invoice,2,Cluster 3
91,12456,8.06527778,4.836281907,0,No issue with the invoice,2,Cluster 3
92,12457,7.768207667,4.158883083,0,No issue with the invoice,2,Cluster 3
93,12458,6.854776354,3.663561646,0,No issue with the invoice,1,Cluster 2
94,12461,6.718868216,3.583518938,0,No issue with the invoice,1,Cluster 2
95,12462,7.082204262,4.143134726,0,No issue with the invoice,1,Cluster 2
96,12463,7.20472905,4.430816799,0,No issue with the invoice,1,Cluster 2
97,12464,7.100893128,3.401197382,0,No issue with the invoice,1,Cluster 2
98,12465,6.610951732,3.871201011,0,No issue with the invoice,1,Cluster 2
99,12468,6.593783987,3.663561646,0,No issue with the invoice,1,Cluster 2
100,12471,9.894701569,6.133398043,0,No issue with the invoice,2,Cluster 3
101,12472,8.790742363,5.828945618,0,No issue with the invoice,2,Cluster 3
102,12473,8.278821783,5.129898715,0,No issue with the invoice,2,Cluster 3
103,12474,8.906093864,6.052089169,0,No issue with the invoice,2,Cluster 3
104,12475,6.585316117,3.610917913,0,No issue with the invoice,1,Cluster 2
105,12476,8.82723638,5.455321115,0,No issue with the invoice,2,Cluster 3
106,12477,9.489542088,5.707110265,0,No issue with the invoice,2,Cluster 3
107,12478,6.525014995,3.610917913,0,No issue with the invoice,1,Cluster 2
108,12479,6.269475,3.465735903,0,No issue with the invoice,1,Cluster 2
109,12480,8.096400209,5.043425117,0,No issue with the invoice,2,Cluster 3
110,12481,8.630043191,5.384495063,0,No issue with the invoice,2,Cluster 3
111,12483,7.818422227,4.33073334,0,No issue with the invoice,2,Cluster 3
112,12484,8.421281231,5.84932478,0,No issue with the invoice,2,Cluster 3
113,12488,7.169857971,4.025351691,0,No issue with the invoice,1,Cluster 2
114,12489,5.816902805,2.772588722,0,No issue with the invoice,0,Cluster 1
115,12490,8.597653658,5.505331536,0,No issue with the invoice,2,Cluster 3
116,12491,6.134265346,3.295836866,0,No issue with the invoice,1,Cluster 2
117,12492,5.576744241,3.044522438,0,No issue with the invoice,0,Cluster 1
118,12493,6.074748151,3.135494216,0,No issue with the invoice,1,Cluster 2
119,12494,7.128576135,4.356708827,0,No issue with the invoice,1,Cluster 2
120,12497,6.950910549,2.708050201,0,No issue with the invoice,1,Cluster 2
121,12498,6.003146052,3.17805383,0,No issue with the invoice,1,Cluster 2
122,12500,8.356747406,4.127134385,0,No issue with the invoice,2,Cluster 3
123,12501,7.682662154,5.010635294,0,No issue with the invoice,2,Cluster 3
124,12502,8.222787231,4.997212274,0,No issue with the invoice,2,Cluster 3
125,12504,6.180120168,2.302585093,0,No issue with the invoice,0,Cluster 1
126,12506,4.310799125,3.17805383,0,No issue with the invoice,0,Cluster 1
127,12507,7.174578817,3.135494216,0,No issue with the invoice,1,Cluster 2
128,12508,5.98963788,4.248495242,0,No issue with the invoice,1,Cluster 2
129,12509,5.178970609,2.079441542,0,No issue with the invoice,0,Cluster 1
130,12510,6.89118881,3.526360525,0,No issue with the invoice,1,Cluster 2
131,12512,4.934689737,3.555348061,0,No issue with the invoice,0,Cluster 1
132,12513,6.418837907,3.583518938,0,No issue with the invoice,1,Cluster 2
133,12514,6.926262951,3.951243719,0,No issue with the invoice,1,Cluster 2
134,12515,5.95246381,2.833213344,0,No issue with the invoice,0,Cluster 1
135,12516,7.18011557,3.295836866,0,No issue with the invoice,1,Cluster 2
136,12517,7.825580832,5.65248918,0,No issue with the invoice,2,Cluster 3
137,12518,7.629436465,4.828313737,0,No issue with the invoice,2,Cluster 3
138,12519,5.834342791,2.944438979,0,No issue with the invoice,0,Cluster 1
139,12520,7.876737128,5.030437921,0,No issue with the invoice,2,Cluster 3
140,12521,6.398062347,3.663561646,0,No issue with the invoice,1,Cluster 2
141,12522,5.266413818,2.564949357,0,No issue with the invoice,0,Cluster 1
142,12523,7.490400974,4.672828834,0,No issue with the invoice,2,Cluster 3
143,12524,8.408877202,4.976733742,0,No issue with the invoice,2,Cluster 3
144,12526,7.183612715,4.276666119,0,No issue with the invoice,1,Cluster 2
145,12527,5.85710424,2.944438979,0,No issue with the invoice,0,Cluster 1
146,12528,7.567593835,4.532599493,0,No issue with the invoice,2,Cluster 3
147,12530,7.416546835,4.204692619,0,No issue with the invoice,1,Cluster 2
148,12531,4.838026416,2.890371758,0,No issue with the invoice,0,Cluster 1
149,12532,5.860301776,2.833213344,0,No issue with the invoice,0,Cluster 1
150,12534,6.994098099,4.158883083,0,No issue with the invoice,1,Cluster 2
151,12535,6.575563867,3.555348061,0,No issue with the invoice,1,Cluster 2
152,12536,9.441676671,5.568344504,0,No issue with the invoice,2,Cluster 3
153,12538,5.899760358,3.091042453,0,No issue with the invoice,0,Cluster 1
154,12539,8.62503363,5.613128106,0,No issue with the invoice,2,Cluster 3
155,12540,9.503102519,6.171700597,0,No issue with the invoice,2,Cluster 3
156,12541,6.889774591,3.970291914,0,No issue with the invoice,1,Cluster 2
157,12544,5.923453336,2.995732274,0,No issue with the invoice,0,Cluster 1
158,12545,6.909144314,3.931825633,0,No issue with the invoice,1,Cluster 2
159,12546,7.058328137,4.248495242,0,No issue with the invoice,1,Cluster 2
160,12547,5.341376856,2.197224577,0,No issue with the invoice,0,Cluster 1
161,12548,4.566429358,1.791759469,0,No issue with the invoice,0,Cluster 1
162,12550,6.872987835,4.060443011,0,No issue with the invoice,1,Cluster 2
163,12551,5.129898715,2.397895273,0,No issue with the invoice,0,Cluster 1
164,12552,6.084089306,3.044522438,0,No issue with the invoice,1,Cluster 2
165,12553,8.214270231,5.257495372,0,No issue with the invoice,2,Cluster 3
166,12556,6.404749004,4.804021045,0,No issue with the invoice,1,Cluster 2
167,12557,9.391991704,3.526360525,0,No issue with the invoice,2,Cluster 3
168,12558,5.601971209,2.48490665,0,No issue with the invoice,0,Cluster 1
169,12559,6.332764398,3.091042453,0,No issue with the invoice,1,Cluster 2
170,12560,7.666226609,4.663439094,0,No issue with the invoice,2,Cluster 3
171,12561,5.480013728,2.833213344,0,No issue with the invoice,0,Cluster 1
172,12562,8.238203894,5.129898715,0,No issue with the invoice,2,Cluster 3
173,12564,6.12665082,3.091042453,0,No issue with the invoice,1,Cluster 2
174,12565,4.989888221,2.302585093,0,No issue with the invoice,0,Cluster 1
175,12566,5.865476064,2.995732274,0,No issue with the invoice,0,Cluster 1
176,12567,9.148707492,6.102558595,0,No issue with the invoice,2,Cluster 3
177,12569,8.324988558,5.241747015,0,No issue with the invoice,2,Cluster 3
178,12571,6.255001201,3.555348061,0,No issue with the invoice,1,Cluster 2
179,12572,6.928949095,4.110873864,0,No issue with the invoice,1,Cluster 2
180,12573,5.08475279,3.36729583,0,No issue with the invoice,0,Cluster 1
181,12574,5.391124416,2.48490665,0,No issue with the invoice,0,Cluster 1
182,12576,7.182982612,4.48863637,0,No issue with the invoice,1,Cluster 2
183,12577,6.490419998,4.997212274,0,No issue with the invoice,1,Cluster 2
184,12578,7.935769838,4.744932128,0,No issue with the invoice,2,Cluster 3
185,12579,6.089996803,3.401197382,0,No issue with the invoice,1,Cluster 2
186,12580,6.032366538,3.218875825,0,No issue with the invoice,1,Cluster 2
187,12581,5.291846475,2.772588722,0,No issue with the invoice,0,Cluster 1
188,12582,6.239027503,3.135494216,0,No issue with the invoice,1,Cluster 2
189,12583,8.893213011,5.513428746,0,No issue with the invoice,2,Cluster 3
190,12584,7.757542894,4.574710979,0,No issue with the invoice,2,Cluster 3
191,12585,7.621244157,4.477336814,0,No issue with the invoice,2,Cluster 3
192,12586,5.287963954,2.48490665,0,No issue with the invoice,0,Cluster 1
193,12587,4.976733742,1.609437912,0,No issue with the invoice,0,Cluster 1
194,12588,5.374815338,2.397895273,0,No issue with the invoice,0,Cluster 1
195,12589,6.473396747,3.583518938,0,No issue with the invoice,1,Cluster 2
196,12590,9.196774774,4.234106505,0,No issue with the invoice,2,Cluster 3
197,12591,6.117766747,3.295836866,0,No issue with the invoice,1,Cluster 2
198,12592,6.083587836,2.944438979,0,No issue with the invoice,0,Cluster 1
199,12593,6.038109555,3.091042453,0,No issue with the invoice,1,Cluster 2
200,12594,8.113492526,4.779123493,0,No issue with the invoice,2,Cluster 3
201,12596,6.428541365,3.33220451,0,No issue with the invoice,1,Cluster 2
202,12597,8.245966976,5.332718793,0,No issue with the invoice,2,Cluster 3
203,12598,8.014362192,4.890349128,0,No issue with the invoice,2,Cluster 3
204,12599,6.940783783,4.143134726,0,No issue with the invoice,1,Cluster 2
205,12600,7.863282109,4.17438727,0,No issue with the invoice,2,Cluster 3
206,12601,6.35967767,3.36729583,0,No issue with the invoice,1,Cluster 2
207,12602,5.03773152,2.564949357,0,No issue with the invoice,0,Cluster 1
208,12603,6.60692042,1.386294361,0,No issue with the invoice,0,Cluster 1
209,12604,5.541969178,2.833213344,0,No issue with the invoice,0,Cluster 1
210,12607,7.365502859,4.624972813,0,No issue with the invoice,2,Cluster 3
211,12609,7.028068444,4.110873864,0,No issue with the invoice,1,Cluster 2
212,12610,7.649949734,4.672828834,0,No issue with the invoice,2,Cluster 3
213,12611,7.085332265,4.189654742,0,No issue with the invoice,1,Cluster 2
214,12612,6.558254539,2.995732274,0,No issue with the invoice,1,Cluster 2
215,12613,8.115335569,5.036952602,0,No issue with the invoice,2,Cluster 3
216,12614,5.757639147,3.044522438,0,No issue with the invoice,0,Cluster 1
217,12615,7.737262971,4.663439094,0,No issue with the invoice,2,Cluster 3
218,12616,6.571303042,3.496507561,0,No issue with the invoice,1,Cluster 2
219,12617,5.876418388,3.761200116,0,No issue with the invoice,1,Cluster 2
220,12618,5.183523609,2.48490665,0,No issue with the invoice,0,Cluster 1
221,12619,8.200354156,4.510859507,0,No issue with the invoice,2,Cluster 3
222,12620,7.200730816,4.532599493,0,No issue with the invoice,1,Cluster 2
223,12621,9.524469858,6.148468296,0,No issue with the invoice,2,Cluster 3
224,12622,5.199049365,2.48490665,0,No issue with the invoice,0,Cluster 1
225,12623,5.723911846,2.944438979,0,No issue with the invoice,0,Cluster 1
226,12624,6.464790775,3.663561646,0,No issue with the invoice,1,Cluster 2
227,12625,7.895368966,4.465908119,0,No issue with the invoice,2,Cluster 3
228,12626,8.798074189,5.686975356,0,No issue with the invoice,2,Cluster 3
229,12627,8.407273409,5.442417711,0,No issue with the invoice,2,Cluster 3
230,12628,6.668812576,3.737669618,0,No issue with the invoice,1,Cluster 2
231,12630,7.1482514,4.17438727,0,No issue with the invoice,1,Cluster 2
232,12631,6.463809184,3.465735903,0,No issue with the invoice,1,Cluster 2
233,12633,7.680166403,4.624972813,0,No issue with the invoice,2,Cluster 3
234,12635,7.432590311,4.624972813,0,No issue with the invoice,2,Cluster 3
235,12637,8.70332415,5.96870756,0,No issue with the invoice,2,Cluster 3
236,12638,6.511284599,3.688879454,0,No issue with the invoice,1,Cluster 2
237,12639,6.188469441,3.135494216,0,No issue with the invoice,1,Cluster 2
238,12640,7.069516922,3.988984047,0,No issue with the invoice,1,Cluster 2
239,12641,5.230573714,2.397895273,0,No issue with the invoice,0,Cluster 1
240,12642,6.921914562,3.871201011,0,No issue with the invoice,1,Cluster 2
241,12643,8.115413285,3.218875825,0,No issue with the invoice,1,Cluster 2
242,12644,6.171512688,3.465735903,0,No issue with the invoice,1,Cluster 2
243,12645,7.48222027,4.304065093,0,No issue with the invoice,1,Cluster 2
244,12646,7.206355036,3.828641396,0,No issue with the invoice,1,Cluster 2
245,12647,8.222505302,4.812184355,0,No issue with the invoice,2,Cluster 3
246,12648,5.76534783,3.091042453,0,No issue with the invoice,0,Cluster 1
247,12649,6.436967342,3.465735903,0,No issue with the invoice,1,Cluster 2
248,12650,5.75396849,3.044522438,0,No issue with the invoice,0,Cluster 1
249,12651,4.744932128,2.302585093,0,No issue with the invoice,0,Cluster 1
250,12652,6.82543832,3.891820298,0,No issue with the invoice,1,Cluster 2
251,12653,7.701132336,3.784189634,0,No issue with the invoice,1,Cluster 2
252,12654,6.401884029,3.663561646,0,No issue with the invoice,1,Cluster 2
253,12656,8.307007819,4.844187086,0,No issue with the invoice,2,Cluster 3
254,12657,7.404997059,3.871201011,0,No issue with the invoice,1,Cluster 2
255,12658,6.53240707,3.610917913,0,No issue with the invoice,1,Cluster 2
256,12659,4.5291527,1.791759469,0,No issue with the invoice,0,Cluster 1
257,12660,5.505737957,2.63905733,0,No issue with the invoice,0,Cluster 1
258,12662,8.256031004,5.442417711,0,No issue with the invoice,2,Cluster 3
259,12664,8.493490489,3.63758616,0,No issue with the invoice,2,Cluster 3
260,12665,4.158883083,1.386294361,0,No issue with the invoice,0,Cluster 1
261,12667,6.4315404,3.526360525,0,No issue with the invoice,1,Cluster 2
262,12668,8.244898786,5.087596335,0,No issue with the invoice,2,Cluster 3
263,12669,7.917547283,4.624972813,0,No issue with the invoice,2,Cluster 3
264,12670,8.005383751,4.532599493,0,No issue with the invoice,2,Cluster 3
265,12672,5.424509392,2.397895273,0,No issue with the invoice,0,Cluster 1
266,12673,6.415947661,3.761200116,0,No issue with the invoice,1,Cluster 2
267,12674,7.586600675,4.430816799,0,No issue with the invoice,2,Cluster 3
268,12676,7.194729601,3.828641396,0,No issue with the invoice,1,Cluster 2
269,12678,9.777326645,5.111987788,0,No issue with the invoice,2,Cluster 3
270,12679,7.015730374,3.891820298,0,No issue with the invoice,1,Cluster 2
271,12680,6.761352837,3.970291914,0,No issue with the invoice,1,Cluster 2
272,12681,9.531593091,6.459904454,0,No issue with the invoice,2,Cluster 3
273,12682,9.416477734,6.265301213,0,No issue with the invoice,2,Cluster 3
274,12683,9.045179131,5.843544417,0,No issue with the invoice,2,Cluster 3
275,12684,7.733959365,4.663439094,0,No issue with the invoice,2,Cluster 3
276,12685,7.960002461,5.062595033,0,No issue with the invoice,2,Cluster 3
277,12686,4.501364017,2.079441542,0,No issue with the invoice,0,Cluster 1
278,12688,8.491836408,5.147494477,0,No issue with the invoice,2,Cluster 3
279,12689,7.129786212,4.290459441,0,No issue with the invoice,1,Cluster 2
280,12690,5.96617238,2.833213344,0,No issue with the invoice,0,Cluster 1
281,12691,6.943894326,3.496507561,0,No issue with the invoice,1,Cluster 2
282,12693,6.753332896,3.688879454,0,No issue with the invoice,1,Cluster 2
283,12694,6.76926303,3.63758616,0,No issue with the invoice,1,Cluster 2
284,12695,6.368358698,3.33220451,0,No issue with the invoice,1,Cluster 2
285,12697,6.865463455,3.737669618,0,No issue with the invoice,1,Cluster 2
286,12700,8.505320995,5.59471138,0,No issue with the invoice,2,Cluster 3
287,12701,6.682997926,3.988984047,0,No issue with the invoice,1,Cluster 2
288,12702,5.393627546,2.564949357,0,No issue with the invoice,0,Cluster 1
289,12703,5.650908985,3.091042453,0,No issue with the invoice,0,Cluster 1
290,12704,7.758692224,4.48863637,0,No issue with the invoice,2,Cluster 3
291,12705,8.834816032,5.814130532,0,No issue with the invoice,2,Cluster 3
292,12707,6.404269321,3.526360525,0,No issue with the invoice,1,Cluster 2
293,12708,7.906145678,5.062595033,0,No issue with the invoice,2,Cluster 3
294,12709,9.183741744,5.342334252,0,No issue with the invoice,2,Cluster 3
295,12710,7.047534613,4.356708827,0,No issue with the invoice,1,Cluster 2
296,12712,8.388707334,4.8978398,0,No issue with the invoice,2,Cluster 3
297,12713,6.744706798,3.663561646,0,No issue with the invoice,1,Cluster 2
298,12714,8.457413463,5.560681631,0,No issue with the invoice,2,Cluster 3
299,12715,5.871723345,3.091042453,0,No issue with the invoice,0,Cluster 1
300,12716,6.960812517,4.248495242,0,No issue with the invoice,1,Cluster 2
301,12717,6.939234566,4.025351691,0,No issue with the invoice,1,Cluster 2
302,12718,5.47750903,2.995732274,0,No issue with the invoice,0,Cluster 1
303,12719,6.470722101,3.688879454,0,No issue with the invoice,1,Cluster 2
304,12720,8.662631168,5.872117789,0,No issue with the invoice,2,Cluster 3
305,12721,7.885001872,5.087596335,0,No issue with the invoice,2,Cluster 3
306,12722,6.90638434,3.988984047,0,No issue with the invoice,1,Cluster 2
307,12723,6.587646429,4.248495242,0,No issue with the invoice,1,Cluster 2
308,12724,6.939651154,3.988984047,0,No issue with the invoice,1,Cluster 2
309,12725,6.06099061,3.218875825,0,No issue with the invoice,1,Cluster 2
310,12726,7.867143814,4.828313737,0,No issue with the invoice,2,Cluster 3
311,12727,8.289464143,4.941642423,0,No issue with the invoice,2,Cluster 3
312,12728,6.730218258,3.850147602,0,No issue with the invoice,1,Cluster 2
313,12729,6.118119224,3.295836866,0,No issue with the invoice,1,Cluster 2
314,12731,9.846753696,5.616771098,0,No issue with the invoice,2,Cluster 3
315,12732,5.469156586,2.564949357,0,No issue with the invoice,0,Cluster 1
316,12733,5.953113456,3.135494216,0,No issue with the invoice,0,Cluster 1
317,12734,4.713127327,1.609437912,0,No issue with the invoice,0,Cluster 1
318,12735,6.660024422,3.784189634,0,No issue with the invoice,1,Cluster 2
319,12736,5.459585514,1.609437912,0,No issue with the invoice,0,Cluster 1
320,12738,5.052097084,2.48490665,0,No issue with the invoice,0,Cluster 1
321,12739,6.921697631,3.663561646,0,No issue with the invoice,1,Cluster 2
322,12740,6.060524083,3.33220451,0,No issue with the invoice,1,Cluster 2
323,12743,8.6052346,7.905274778,1,"Unknown ""Country"" due to ""Supplier not provided""",2,Cluster 3
324,12744,9.965536571,5.407171771,0,No issue with the invoice,2,Cluster 3
325,12747,8.342127646,4.644390899,0,No issue with the invoice,2,Cluster 3
326,12748,10.42586806,8.433159196,1,"Unknown ""Country"" due to ""Supplier not provided""",2,Cluster 3
327,12749,8.316759801,5.298317367,0,No issue with the invoice,2,Cluster 3
328,12750,5.623584199,2.772588722,0,No issue with the invoice,0,Cluster 1
329,12752,8.38201015,3.988984047,0,No issue with the invoice,2,Cluster 3
330,12753,9.972565287,5.288267031,0,No issue with the invoice,2,Cluster 3
331,12754,8.010273264,4.158883083,0,No issue with the invoice,2,Cluster 3
332,12755,8.246158447,1.609437912,0,No issue with the invoice,1,Cluster 2
333,12756,4.728095533,1.609437912,0,No issue with the invoice,0,Cluster 1
334,12757,8.969300126,5.918893854,0,No issue with the invoice,2,Cluster 3
335,12758,7.93472476,4.584967479,0,No issue with the invoice,2,Cluster 3
336,12759,7.334616515,4.564348191,0,No issue with the invoice,1,Cluster 2
337,12762,7.549356502,4.248495242,0,No issue with the invoice,1,Cluster 2
338,12763,6.204719366,2.944438979,0,No issue with the invoice,1,Cluster 2
339,12764,7.435367221,3.828641396,0,No issue with the invoice,1,Cluster 2
340,12766,8.85232596,5.739792912,0,No issue with the invoice,2,Cluster 3
341,12769,7.04281051,3.496507561,0,No issue with the invoice,1,Cluster 2
342,12770,7.209673041,2.564949357,0,No issue with the invoice,1,Cluster 2
343,12772,6.795112758,4.025351691,0,No issue with the invoice,1,Cluster 2
344,12775,7.234927259,4.204692619,0,No issue with the invoice,1,Cluster 2
345,12778,6.713235627,3.931825633,0,No issue with the invoice,1,Cluster 2
346,12779,8.289629887,5.010635294,0,No issue with the invoice,2,Cluster 3
347,12781,6.718699095,3.258096538,0,No issue with the invoice,1,Cluster 2
348,12782,7.754447242,4.644390899,0,No issue with the invoice,2,Cluster 3
349,12783,7.708370253,4.442651256,0,No issue with the invoice,2,Cluster 3
350,12784,6.355100209,4.094344562,0,No issue with the invoice,1,Cluster 2
351,12785,5.746043433,2.708050201,0,No issue with the invoice,0,Cluster 1
352,12787,6.141305955,3.044522438,0,No issue with the invoice,1,Cluster 2
353,12789,4.530985288,1.609437912,0,No issue with the invoice,0,Cluster 1
354,12790,5.786651952,3.091042453,0,No issue with the invoice,0,Cluster 1
355,12791,5.265794175,1.098612289,0,No issue with the invoice,0,Cluster 1
356,12792,5.995307155,3.258096538,0,No issue with the invoice,1,Cluster 2
357,12793,6.30349771,3.218875825,0,No issue with the invoice,1,Cluster 2
358,12794,6.758570582,3.828641396,0,No issue with the invoice,1,Cluster 2
359,12795,6.06722116,2.708050201,0,No issue with the invoice,0,Cluster 1
360,12797,5.541381185,2.63905733,0,No issue with the invoice,0,Cluster 1
361,12798,8.850523354,2.197224577,0,No issue with the invoice,1,Cluster 2
362,12802,6.060477418,3.258096538,0,No issue with the invoice,1,Cluster 2
363,12808,6.183426981,3.36729583,0,No issue with the invoice,1,Cluster 2
364,12809,6.195037844,3.258096538,0,No issue with the invoice,1,Cluster 2
365,12811,6.245816026,3.465735903,0,No issue with the invoice,1,Cluster 2
366,12812,5.440858053,2.772588722,0,No issue with the invoice,0,Cluster 1
367,12814,4.843556967,1.098612289,0,No issue with the invoice,0,Cluster 1
368,12815,6.970222907,3.871201011,0,No issue with the invoice,1,Cluster 2
369,12816,6.351234696,3.401197382,0,No issue with the invoice,1,Cluster 2
370,12817,5.118233305,1.609437912,0,No issue with the invoice,0,Cluster 1
371,12818,7.341535698,2.708050201,0,No issue with the invoice,1,Cluster 2
372,12820,6.849426769,4.094344562,0,No issue with the invoice,1,Cluster 2
373,12821,4.540311614,1.945910149,0,No issue with the invoice,0,Cluster 1
374,12822,6.856335661,3.850147602,0,No issue with the invoice,1,Cluster 2
