Supplier_ID,sum,count,num_manual_edit,cause
12553,8.214270231,5.257495372,0,No issue with the invoice
12556,6.404749004,4.804021045,0,No issue with the invoice
12557,9.391991704,3.526360525,0,No issue with the invoice
12558,5.601971209,2.48490665,0,No issue with the invoice
12559,6.332764398,3.091042453,0,No issue with the invoice
12560,7.666226609,4.663439094,0,No issue with the invoice
12561,5.480013728,2.833213344,0,No issue with the invoice
12562,8.238203894,5.129898715,0,No issue with the invoice
12564,6.12665082,3.091042453,0,No issue with the invoice
12565,4.989888221,2.302585093,0,No issue with the invoice
12566,5.865476064,2.995732274,0,No issue with the invoice
12567,9.148707492,6.102558595,0,No issue with the invoice
12569,8.324988558,5.241747015,0,No issue with the invoice
12571,6.255001201,3.555348061,0,No issue with the invoice
12572,6.928949095,4.110873864,0,No issue with the invoice
12573,5.08475279,3.36729583,0,No issue with the invoice
12574,5.391124416,2.48490665,0,No issue with the invoice
12576,7.182982612,4.48863637,0,No issue with the invoice
12577,6.490419998,4.997212274,0,No issue with the invoice
12578,7.935769838,4.744932128,0,No issue with the invoice
12579,6.089996803,3.401197382,0,No issue with the invoice
12580,6.032366538,3.218875825,0,No issue with the invoice
12581,5.291846475,2.772588722,0,No issue with the invoice
12582,6.239027503,3.135494216,0,No issue with the invoice
12583,8.893213011,5.513428746,0,No issue with the invoice
12584,7.757542894,4.574710979,0,No issue with the invoice
12585,7.621244157,4.477336814,0,No issue with the invoice
12586,5.287963954,2.48490665,0,No issue with the invoice
12587,4.976733742,1.609437912,0,No issue with the invoice
12588,5.374815338,2.397895273,0,No issue with the invoice
12589,6.473396747,3.583518938,0,No issue with the invoice
12590,9.196774774,4.234106505,0,No issue with the invoice
12591,6.117766747,3.295836866,0,No issue with the invoice
12592,6.083587836,2.944438979,0,No issue with the invoice
12593,6.038109555,3.091042453,0,No issue with the invoice
12594,8.113492526,4.779123493,0,No issue with the invoice
12596,6.428541365,3.33220451,0,No issue with the invoice
12597,8.245966976,5.332718793,0,No issue with the invoice
12598,8.014362192,4.890349128,0,No issue with the invoice
12599,6.940783783,4.143134726,0,No issue with the invoice
12600,7.863282109,4.17438727,0,No issue with the invoice
12601,6.35967767,3.36729583,0,No issue with the invoice
12602,5.03773152,2.564949357,0,No issue with the invoice
12603,6.60692042,1.386294361,0,No issue with the invoice
12604,5.541969178,2.833213344,0,No issue with the invoice
12607,7.365502859,4.624972813,0,No issue with the invoice
12609,7.028068444,4.110873864,0,No issue with the invoice
12610,7.649949734,4.672828834,0,No issue with the invoice
12611,7.085332265,4.189654742,0,No issue with the invoice
12612,6.558254539,2.995732274,0,No issue with the invoice
12613,8.115335569,5.036952602,0,No issue with the invoice
12614,5.757639147,3.044522438,0,No issue with the invoice
12615,7.737262971,4.663439094,0,No issue with the invoice
12616,6.571303042,3.496507561,0,No issue with the invoice
12617,5.876418388,3.761200116,0,No issue with the invoice
12618,5.183523609,2.48490665,0,No issue with the invoice
12619,8.200354156,4.510859507,0,No issue with the invoice
12620,7.200730816,4.532599493,0,No issue with the invoice
12621,9.524469858,6.148468296,0,No issue with the invoice
12622,5.199049365,2.48490665,0,No issue with the invoice
12623,5.723911846,2.944438979,0,No issue with the invoice
12624,6.464790775,3.663561646,0,No issue with the invoice
12625,7.895368966,4.465908119,0,No issue with the invoice
12626,8.798074189,5.686975356,0,No issue with the invoice
12627,8.407273409,5.442417711,0,No issue with the invoice
12628,6.668812576,3.737669618,0,No issue with the invoice
12630,7.1482514,4.17438727,0,No issue with the invoice
12631,6.463809184,3.465735903,0,No issue with the invoice
12633,7.680166403,4.624972813,0,No issue with the invoice
12635,7.432590311,4.624972813,0,No issue with the invoice
12637,8.70332415,5.96870756,0,No issue with the invoice
12638,6.511284599,3.688879454,0,No issue with the invoice
12639,6.188469441,3.135494216,0,No issue with the invoice
12640,7.069516922,3.988984047,0,No issue with the invoice
12641,5.230573714,2.397895273,0,No issue with the invoice
12642,6.921914562,3.871201011,0,No issue with the invoice
12643,8.115413285,3.218875825,0,No issue with the invoice
12644,6.171512688,3.465735903,0,No issue with the invoice
12645,7.48222027,4.304065093,0,No issue with the invoice
12646,7.206355036,3.828641396,0,No issue with the invoice
12647,8.222505302,4.812184355,0,No issue with the invoice
12648,5.76534783,3.091042453,0,No issue with the invoice
12649,6.436967342,3.465735903,0,No issue with the invoice
12650,5.75396849,3.044522438,0,No issue with the invoice
12651,4.744932128,2.302585093,0,No issue with the invoice
12652,6.82543832,3.891820298,0,No issue with the invoice
12653,7.701132336,3.784189634,0,No issue with the invoice
12654,6.401884029,3.663561646,0,No issue with the invoice
12656,8.307007819,4.844187086,0,No issue with the invoice
12657,7.404997059,3.871201011,0,No issue with the invoice
12658,6.53240707,3.610917913,0,No issue with the invoice
12659,4.5291527,1.791759469,0,No issue with the invoice
12660,5.505737957,2.63905733,0,No issue with the invoice
12662,8.256031004,5.442417711,0,No issue with the invoice
12664,8.493490489,3.63758616,0,No issue with the invoice
12665,4.158883083,1.386294361,0,No issue with the invoice
12667,6.4315404,3.526360525,0,No issue with the invoice
12668,8.244898786,5.087596335,0,No issue with the invoice
12669,7.917547283,4.624972813,0,No issue with the invoice
12670,8.005383751,4.532599493,0,No issue with the invoice
12672,5.424509392,2.397895273,0,No issue with the invoice
12673,6.415947661,3.761200116,0,No issue with the invoice
12674,7.586600675,4.430816799,0,No issue with the invoice
12676,7.194729601,3.828641396,0,No issue with the invoice
12678,9.777326645,5.111987788,0,No issue with the invoice
12679,7.015730374,3.891820298,0,No issue with the invoice
12680,6.761352837,3.970291914,0,No issue with the invoice
12681,9.531593091,6.459904454,0,No issue with the invoice
12682,9.416477734,6.265301213,0,No issue with the invoice
12683,9.045179131,5.843544417,0,No issue with the invoice
12684,7.733959365,4.663439094,0,No issue with the invoice
12685,7.960002461,5.062595033,0,No issue with the invoice
12686,4.501364017,2.079441542,0,No issue with the invoice
12688,8.491836408,5.147494477,0,No issue with the invoice
12689,7.129786212,4.290459441,0,No issue with the invoice
12690,5.96617238,2.833213344,0,No issue with the invoice
12691,6.943894326,3.496507561,0,No issue with the invoice
12693,6.753332896,3.688879454,0,No issue with the invoice
12694,6.76926303,3.63758616,0,No issue with the invoice
12695,6.368358698,3.33220451,0,No issue with the invoice
12697,6.865463455,3.737669618,0,No issue with the invoice
12700,8.505320995,5.59471138,0,No issue with the invoice
12701,6.682997926,3.988984047,0,No issue with the invoice
12702,5.393627546,2.564949357,0,No issue with the invoice
12703,5.650908985,3.091042453,0,No issue with the invoice
12704,7.758692224,4.48863637,0,No issue with the invoice
12705,8.834816032,5.814130532,0,No issue with the invoice
12707,6.404269321,3.526360525,0,No issue with the invoice
12708,7.906145678,5.062595033,0,No issue with the invoice
12709,9.183741744,5.342334252,0,No issue with the invoice
12710,7.047534613,4.356708827,0,No issue with the invoice
12712,8.388707334,4.8978398,0,No issue with the invoice
12713,6.744706798,3.663561646,0,No issue with the invoice
12714,8.457413463,5.560681631,0,No issue with the invoice
12715,5.871723345,3.091042453,0,No issue with the invoice
12716,6.960812517,4.248495242,0,No issue with the invoice
12717,6.939234566,4.025351691,0,No issue with the invoice
12718,5.47750903,2.995732274,0,No issue with the invoice
12719,6.470722101,3.688879454,0,No issue with the invoice
12720,8.662631168,5.872117789,0,No issue with the invoice
12721,7.885001872,5.087596335,0,No issue with the invoice
12722,6.90638434,3.988984047,0,No issue with the invoice
12723,6.587646429,4.248495242,0,No issue with the invoice
12724,6.939651154,3.988984047,0,No issue with the invoice
12725,6.06099061,3.218875825,0,No issue with the invoice
12726,7.867143814,4.828313737,0,No issue with the invoice
12727,8.289464143,4.941642423,0,No issue with the invoice
12728,6.730218258,3.850147602,0,No issue with the invoice
12729,6.118119224,3.295836866,0,No issue with the invoice
12731,9.846753696,5.616771098,0,No issue with the invoice
12732,5.469156586,2.564949357,0,No issue with the invoice
12733,5.953113456,3.135494216,0,No issue with the invoice
12734,4.713127327,1.609437912,0,No issue with the invoice
12735,6.660024422,3.784189634,0,No issue with the invoice
12736,5.459585514,1.609437912,0,No issue with the invoice
12738,5.052097084,2.48490665,0,No issue with the invoice
12739,6.921697631,3.663561646,0,No issue with the invoice
12740,6.060524083,3.33220451,0,No issue with the invoice
12743,8.6052346,7.905274778,1,"Unknown ""Country"" due to ""Supplier not provided"""
12744,9.965536571,5.407171771,0,No issue with the invoice
12747,8.342127646,4.644390899,0,No issue with the invoice
12748,10.42586806,8.433159196,1,"Unknown ""Country"" due to ""Supplier not provided"""
12749,8.316759801,5.298317367,0,No issue with the invoice
12750,5.623584199,2.772588722,0,No issue with the invoice
12752,8.38201015,3.988984047,0,No issue with the invoice
12753,9.972565287,5.288267031,0,No issue with the invoice
12754,8.010273264,4.158883083,0,No issue with the invoice
12755,8.246158447,1.609437912,0,No issue with the invoice
12756,4.728095533,1.609437912,0,No issue with the invoice
12757,8.969300126,5.918893854,0,No issue with the invoice
12758,7.93472476,4.584967479,0,No issue with the invoice
12759,7.334616515,4.564348191,0,No issue with the invoice
12762,7.549356502,4.248495242,0,No issue with the invoice
12763,6.204719366,2.944438979,0,No issue with the invoice
12764,7.435367221,3.828641396,0,No issue with the invoice
12766,8.85232596,5.739792912,0,No issue with the invoice
12769,7.04281051,3.496507561,0,No issue with the invoice
12770,7.209673041,2.564949357,0,No issue with the invoice
12772,6.795112758,4.025351691,0,No issue with the invoice
12775,7.234927259,4.204692619,0,No issue with the invoice
12778,6.713235627,3.931825633,0,No issue with the invoice
12779,8.289629887,5.010635294,0,No issue with the invoice
12781,6.718699095,3.258096538,0,No issue with the invoice
12782,7.754447242,4.644390899,0,No issue with the invoice
12783,7.708370253,4.442651256,0,No issue with the invoice
12784,6.355100209,4.094344562,0,No issue with the invoice
12785,5.746043433,2.708050201,0,No issue with the invoice
12787,6.141305955,3.044522438,0,No issue with the invoice
12789,4.530985288,1.609437912,0,No issue with the invoice
12790,5.786651952,3.091042453,0,No issue with the invoice
12791,5.265794175,1.098612289,0,No issue with the invoice
12792,5.995307155,3.258096538,0,No issue with the invoice
12793,6.30349771,3.218875825,0,No issue with the invoice
12794,6.758570582,3.828641396,0,No issue with the invoice
12795,6.06722116,2.708050201,0,No issue with the invoice
12797,5.541381185,2.63905733,0,No issue with the invoice
12798,8.850523354,2.197224577,0,No issue with the invoice
12802,6.060477418,3.258096538,0,No issue with the invoice
12808,6.183426981,3.36729583,0,No issue with the invoice
12809,6.195037844,3.258096538,0,No issue with the invoice
12811,6.245816026,3.465735903,0,No issue with the invoice
12812,5.440858053,2.772588722,0,No issue with the invoice
12814,4.843556967,1.098612289,0,No issue with the invoice
12815,6.970222907,3.871201011,0,No issue with the invoice
12816,6.351234696,3.401197382,0,No issue with the invoice
12817,5.118233305,1.609437912,0,No issue with the invoice
12818,7.341535698,2.708050201,0,No issue with the invoice
12820,6.849426769,4.094344562,0,No issue with the invoice
12821,4.540311614,1.945910149,0,No issue with the invoice
12822,6.856335661,3.850147602,0,No issue with the invoice
12823,7.473353139,1.791759469,0,No issue with the invoice
12824,5.986753467,3.258096538,0,No issue with the invoice
12826,7.296901285,4.521788577,0,No issue with the invoice
12827,6.066456057,3.258096538,0,No issue with the invoice
12828,6.927273552,4.043051268,0,No issue with the invoice
12829,5.683579767,2.48490665,0,No issue with the invoice
12830,8.82697525,3.663561646,0,No issue with the invoice
12831,5.375509862,2.302585093,0,No issue with the invoice
12832,5.950720675,3.33220451,0,No issue with the invoice
12833,6.03639011,3.218875825,0,No issue with the invoice
12834,5.747416512,2.944438979,0,No issue with the invoice
12836,7.868583335,5.170483995,0,No issue with the invoice
12837,4.906015245,2.564949357,0,No issue with the invoice
12838,6.528147958,4.820281566,0,No issue with the invoice
12839,8.629167388,5.752572639,0,No issue with the invoice
12840,7.911239705,4.736198448,0,No issue with the invoice
12841,8.299870168,6.042632834,0,No issue with the invoice
12842,7.021075036,3.555348061,0,No issue with the invoice
12843,7.440299341,4.644390899,0,No issue with the invoice
12844,5.789837839,3.970291914,0,No issue with the invoice
12845,5.872371278,3.33220451,0,No issue with the invoice
12847,6.771408498,4.521788577,0,No issue with the invoice
12849,6.958343825,3.951243719,0,No issue with the invoice
12851,4.91397754,3.931825633,0,No issue with the invoice
12852,5.744764456,2.890371758,0,No issue with the invoice
12853,7.579729894,4.369447852,0,No issue with the invoice
12854,7.189545026,4.709530201,0,No issue with the invoice
12855,3.666122467,1.386294361,0,No issue with the invoice
12856,7.68750667,5.752572639,0,No issue with the invoice
12857,7.009770204,3.850147602,0,No issue with the invoice
12863,6.258050656,1.791759469,0,No issue with the invoice
12864,4.998022756,1.386294361,0,No issue with the invoice
12865,7.358340332,4.564348191,0,No issue with the invoice
12866,6.328151046,3.295836866,0,No issue with the invoice
12867,8.303460221,6.289715571,0,No issue with the invoice
12868,7.382783762,4.682131227,0,No issue with the invoice
12871,5.944477756,2.48490665,0,No issue with the invoice
12872,6.398545016,4.204692619,0,No issue with the invoice
12873,5.926926026,1.609437912,0,No issue with the invoice
12875,5.841310039,1.098612289,0,No issue with the invoice
12876,7.704820936,4.454347296,0,No issue with the invoice
12877,7.33743809,5.043425117,0,No issue with the invoice
12878,6.752258694,3.871201011,0,No issue with the invoice
12879,6.353012598,2.397895273,0,No issue with the invoice
12881,5.700443573,2.079441542,0,No issue with the invoice
12882,7.288955017,2.63905733,0,No issue with the invoice
12883,6.557445747,3.761200116,0,No issue with the invoice
12884,5.736733575,2.079441542,0,No issue with the invoice
12885,7.070061186,4.276666119,0,No issue with the invoice
12886,7.229403901,4.418840608,0,No issue with the invoice
12888,5.872455761,1.791759469,0,No issue with the invoice
12890,5.944032211,4.418840608,0,No issue with the invoice
12891,5.805134969,1.386294361,0,No issue with the invoice
12893,5.242487482,3.555348061,0,No issue with the invoice
12895,5.923720895,3.135494216,0,No issue with the invoice
12897,5.382198851,1.609437912,0,No issue with the invoice
12901,9.778804894,4.762173935,0,No issue with the invoice
12902,4.939354092,2.397895273,0,No issue with the invoice
12904,6.235547334,4.290459441,0,No issue with the invoice
12906,7.979616254,4.158883083,0,No issue with the invoice
12908,6.621405652,1.098612289,0,No issue with the invoice
12909,7.686928768,4.521788577,0,No issue with the invoice
12910,8.031398334,4.33073334,0,No issue with the invoice
12912,7.41655886,3.218875825,0,No issue with the invoice
12913,7.817879034,3.931825633,0,No issue with the invoice
12915,5.898937989,3.135494216,0,No issue with the invoice
12916,8.008748065,4.682131227,0,No issue with the invoice
12917,6.388561406,1.098612289,0,No issue with the invoice
12919,7.19757756,3.931825633,0,No issue with the invoice
12920,5.107338443,3.36729583,0,No issue with the invoice
12921,9.716440247,6.580639137,0,No issue with the invoice
12922,6.007288682,3.36729583,0,No issue with the invoice
12923,5.181614997,3.401197382,0,No issue with the invoice
12924,6.840225622,3.433987204,0,No issue with the invoice
12925,6.543983785,3.828641396,0,No issue with the invoice
12928,7.632255767,4.442651256,0,No issue with the invoice
12929,4.777862194,2.197224577,0,No issue with the invoice
12930,6.03260649,3.258096538,0,No issue with the invoice
12931,10.64678017,4.418840608,0,No issue with the invoice
12933,6.411046213,4.672828834,0,No issue with the invoice
12935,7.678650228,4.86753445,0,No issue with the invoice
12936,6.970636177,4.143134726,0,No issue with the invoice
12937,7.316727563,4.795790546,0,No issue with the invoice
12938,4.746148779,2.302585093,0,No issue with the invoice
12939,9.357276518,3.871201011,0,No issue with the invoice
12940,6.818421207,4.605170186,0,No issue with the invoice
12942,6.529272842,4.33073334,0,No issue with the invoice
12944,6.406071078,3.433987204,0,No issue with the invoice
12945,6.139776788,3.17805383,0,No issue with the invoice
12947,7.380872805,4.584967479,0,No issue with the invoice
12948,7.633345448,4.762173935,0,No issue with the invoice
12949,8.335244365,5.375278408,0,No issue with the invoice
12950,7.519692404,3.17805383,0,No issue with the invoice
12951,6.970795804,4.158883083,0,No issue with the invoice
12952,7.236188143,4.382026635,0,No issue with the invoice
12953,5.8016651,2.890371758,0,No issue with the invoice
12955,8.467616318,5.198497031,0,No issue with the invoice
12956,4.691989878,2.995732274,0,No issue with the invoice
12957,8.298673932,5.476463552,0,No issue with the invoice
12962,5.588708267,2.833213344,0,No issue with the invoice
12963,7.527056761,4.564348191,0,No issue with the invoice
12965,6.650162612,4.700480366,0,No issue with the invoice
12966,5.082521753,2.397895273,0,No issue with the invoice
12967,7.415716805,2.995732274,0,No issue with the invoice
12968,4.919615896,1.791759469,0,No issue with the invoice
12970,6.116421787,5.023880521,0,No issue with the invoice
12971,9.322857121,5.723585102,0,No issue with the invoice
12974,4.98223582,2.197224577,0,No issue with the invoice
12976,6.6061095,3.135494216,0,No issue with the invoice
12977,3.694861526,2.302585093,0,No issue with the invoice
12980,8.905973208,3.044522438,0,No issue with the invoice
12981,5.922168058,3.044522438,0,No issue with the invoice
12982,5.970087681,3.36729583,0,No issue with the invoice
12984,4.590056548,1.609437912,0,No issue with the invoice
12985,7.123173063,4.343805422,0,No issue with the invoice
12987,6.327400926,3.36729583,0,No issue with the invoice
12988,6.284730998,4.532599493,0,No issue with the invoice
12989,8.842909215,4.17438727,0,No issue with the invoice
12990,6.017375929,2.63905733,0,No issue with the invoice
12991,6.224083069,3.465735903,0,No issue with the invoice
12993,6.030108171,3.33220451,0,No issue with the invoice
12994,6.882868147,4.127134385,0,No issue with the invoice
12995,5.358094571,1.386294361,0,No issue with the invoice
12997,7.113052528,4.094344562,0,No issue with the invoice
12999,6.124420774,3.36729583,0,No issue with the invoice
13000,6.283854271,3.465735903,0,No issue with the invoice
13001,9.192158071,5.828945618,0,No issue with the invoice
13002,4.803611125,2.079441542,0,No issue with the invoice
13003,5.010968572,1.945910149,0,No issue with the invoice
13004,8.640633086,6.003887067,0,No issue with the invoice
13005,6.243584207,3.295836866,0,No issue with the invoice
13006,4.413646418,1.609437912,0,No issue with the invoice
13008,5.440120702,2.708050201,0,No issue with the invoice
13011,3.94255221,1.386294361,0,No issue with the invoice
13012,7.416282263,4.49980967,0,No issue with the invoice
13013,8.478855608,5.393627546,0,No issue with the invoice
13014,8.151125704,4.709530201,0,No issue with the invoice
13015,8.115903355,5.176149733,0,No issue with the invoice
13016,6.673158894,3.871201011,0,No issue with the invoice
13017,5.323009979,0.693147181,0,No issue with the invoice
13018,8.892707554,6.12905021,0,No issue with the invoice
13021,7.869929096,4.882801923,0,No issue with the invoice
13023,6.537995095,3.713572067,0,No issue with the invoice
13026,6.883831371,3.713572067,0,No issue with the invoice
13027,8.841158976,3.295836866,0,No issue with the invoice
13028,6.495748823,3.828641396,0,No issue with the invoice
13029,7.12969811,2.397895273,0,No issue with the invoice
13030,6.685211548,4.605170186,0,No issue with the invoice
13032,6.918873245,4.276666119,0,No issue with the invoice
13033,5.255148871,2.48490665,0,No issue with the invoice
13034,6.467341519,3.63758616,0,No issue with the invoice
13035,6.827499215,3.33220451,0,No issue with the invoice
13037,6.782271418,3.891820298,0,No issue with the invoice
13038,6.812851017,3.36729583,0,No issue with the invoice
13040,6.519132539,3.784189634,0,No issue with the invoice
13043,6.248854924,2.63905733,0,No issue with the invoice
13044,6.330558344,3.526360525,0,No issue with the invoice
13045,5.724499716,2.944438979,0,No issue with the invoice
13046,6.446211762,3.583518938,0,No issue with the invoice
